opened	open	close	tx_id	updated	from	from_blockchain	amount1	virtual	quote1	val1	gain_10_percent	to	to_blockchain	net	ersatz	quote2	val2
2025-06-04	1	0	virtual swap	n/a	NEAR	Aurora	50	0	$2.50	$125.00	55	ETH	Aurora	0.04668	0	$2624.58	$122.52
2025-06-04	2	0	virtual swap	n/a	ETH	Aurora	0.1	0	$2624.58	$262.46	0.11000001	NEAR	Aurora	104.54	0	$2.50	$261.35
