opened	open	close	tx_id	updated	from	from_blockchain	amount1	virtual	quote1	val1	gain_10_percent	to	to_blockchain	net	ersatz	quote2	val2
2025-03-07	1	1	https://cexplorer.io/tx/3d73a4dae3477ed4164d8203e91c535f2eba387bb1d2cc74525f8c2095991973	n/a	ADA	Cardano	1220	0	$0.8800	$1073.60	1342	iUSD	Cardano	1000.76	0	$1.00	$1000.76
2025-05-11	2	2	https://cexplorer.io/tx/8753c9cf7264799c337f9dc7d60006f9fb8c248e3cf06a5567bdd9004d7734fa	n/a	ADA	Cardano	1144	0	$0.8000	$915.20	1258.4	iUSD	Cardano	899.91	0	$1.00	$899.91
2025-05-11	3	0	https://cexplorer.io/tx/9ff44692632fc8414a74341d67d43e1be4f695d23835633442256573db8a1088	n/a	iUSD	Cardano	500	0	$1.00	$500.00	550	ADA	Cardano	635.46	0	$0.8000	$508.37
2025-05-18	4	0	https://cexplorer.io/tx/0c488af58d6549bab25806ab12df6fb8301b05b607edb97c27464e48de8c4f1a	n/a	iUSD	Cardano	500	0	$1.00	$500.00	550	ADA	Cardano	680.12	0	$0.7600	$516.89
2025-05-26	5	2	https://cexplorer.io/tx/4d874e75ed8398b2b72a5df78dd9c0bba6607cb6bc7bc79c0cc965005a7e5193	n/a	ADA	Cardano	1310	0	$0.7600	$995.60	1441	iUSD	Cardano	963.13	0	$1.00	$963.13
2025-05-26	6	0	virtual swap	2026-03-23	iUSD	Cardano	0	323.8441	$1.00	$323.82	356.22852	ADA	Cardano	1298.89	0	$0.2493	$323.82
2026-02-17	7	0	virtual swap	n/a	ADA	Cardano	0	3537	$0.2800	$990.36	3890.7002	iUSD	Cardano	1000	0	$1.00	$1000.00
2026-02-17	8	0	virtual swap	2026-03-23	iUSD	Cardano	0	924.53723	$1.00	$924.48	1016.99097	ADA	Cardano	3708.18	0	$0.2493	$924.48
