date	ETH	ETH quote	ETH $	ETH %	factor γETH	γETH	NEAR	NEAR quote	NEAR $	NEAR %	factor γNEAR	γNEAR	total	Total	Total without trades	diff
2025-06-04	0.2000	$2,624.58	$524.92	51.28%	256.3975	51.28	199.4884	$2.50	$498.72	48.72%	0.244227	48.72	100.00	$1,023.64	$1,023.64	$0.00
