date	AURORA	AURORA quote	AURORA $	AURORA %	factor γAURORA	γAURORA	USDC	USDC quote	USDC $	USDC %	factor γUSDC	γUSDC	total	Total	Total without trades	diff
2025-06-07	7,023	$0.0783	$549.94	59.02%	0.0084	58.87	381.80	$1.00	$381.80	40.98%	0.1070	40.87	99.74	$931.74	$931.74	$0.00
