2025-05-18	1	1	https://cexplorer.io/tx/4e9cdf464aa675ca0c0f3d03d0e29864232fa853227e569aa87f19d1fa977e93	iETH	$2,502.93	ADA	$0.76	$0.40	ADA	$0.76	1.55	1.55	$3.25	0.3933	0.3933	0.00000	$113.46	$113.46	1295.1675	1249.29	0.0039	149.29	$0.00	$0.00	$113.45	13.57%	68.80%
2026-02-18	3	2	https://cexplorer.io/tx/e18546806658a5bfc832a312d49b68156be3b0bc93e5a09d4f731907c0b7fc5f	iETH	$1,950.39	ADA	$0.28	$2.50	ADA	$0.28	9.07	7.41	$4.11	0.1936	0.1936	0.00000	$235.54	$235.54	1370.5684	1487.35	0.0000	854.94	$0.00	$0.00	$235.54	136.79%	180.90%
