date	pivot	close	tx_id	from	from_quote	to	to_quote	trade	vol	gain_10_percent	new_to_actual	gain	gain_total_usd	roi	apr
2025-05-15	1	1	https://cexplorer.io/tx/b87487e8244336fee4b2b934cef7db996aa374b85db47f9fa342e70f6dddf0f8	iSOL	$170.18	ADA	$0.77	5.43	$923.27	1210	1263.281	163.2486	$120.19	14.24%	75.35%
2025-05-18	3	2	https://cexplorer.io/tx/dc89360477bf089bd734d77fafc730d03c5aee31f58c28cfcf69a3bbb8f02e07	iSOL	$170.75	ADA	$0.74	2.25	$384.19	550	563.8028	63.7891	$47.76	12.90%	1569.79%
2026-06-26	5;7;8	3	https://cardanoscan.io/transaction/3a5df914051619e42676766489f8f308de56cbc95a8db239b6d8d1afb8ae2878	iSOL	$69.18	ADA	$0.15	7.375	$510.20	2101	3794	1884	$281.66	98.64%	90.46%
