date	pivot	close	tx_id	from	from quote	to	to quote	gas estimated	gas token	gas quote	gas, estimated	gas actual	gas $	rec	trade	keeping	ADA $	ADA $ total	new to-computed	new to-actual	commission	gain	iBTC $	iBTC $ total	gain $	ROI	APR
2025-05-18	1	1	https://cexplorer.io/tx/a9886484c2999c8596030d4c5b669729f04dd9e49eb0b0e0de26bba0c077d237	iBTC	$103,831.00	ADA	$0.76	$1.50	ADA	$0.76	1.97	1.550000	$1.26	0.009725	0.009725	0.00000	$119.53	$119.53	1328.6269	1257.2800	0.08	157.2800	$0.00	$0.00	$119.53	14.30%	72.48%
