date	pivot	close	tx_id	from	from_quote	to	to_quote	trade	vol	gain_10_percent	new_to_actual	gain	gain_total_usd	roi	apr
2025-03-18	5	1	https://bscscan.com/tx/0xe599bf1fd202f87b6cb15368f46382d45e609bbc66ae113a677a4255d9a4301d	BNB	$632.14	USDt	$1.00	1.8620	$1177.04	1096.634	1149.18	157.6234	$157.97	15.84%	642.39%
2025-05-09	4	2	https://bscscan.com/tx/0x19420e4115eb4d9392814298de258999ce7f1ccb65da970eaa64a6e269c21e2d	BNB	$636.76	USDt	$1.00	1.6930	$1078.03	1097.1962	1113.87	116.4159	$116.35	11.67%	68.67%
2025-05-09	3	3	https://bscscan.com/tx/0x79003d6bd8484546658c0036f74dd327d15670c5e1eb46a7241bf8cb2edcf7fd	BNB	$636.76	USDt	$1.00	1.6899	$1076.06	1105.566	1111.76	106.6971	$106.56	10.69%	63.97%
2025-05-09	1	4	https://bscscan.com/tx/0xb33f65c3dd7a86d8b9bd7f4a3590c56762e7fb539e940986d406e45bc4c3597a	BNB	$636.76	USDt	$1.00	1.6718	$1064.54	1088.989	1101.63	111.6431	$111.64	11.28%	63.32%
2025-05-09	2	5	https://bscscan.com/tx/0xdcf24cb3693722733e782fd86f3642f6c05124af55ca93eb6193040be10e8c25	BNB	$636.76	USDt	$1.00	1.6623	$1058.49	1090.7161	1093.99	102.4307	$102.38	10.33%	58.88%
2025-05-23	9	6	https://bscscan.com/tx/0xa69662084a81974964e9082a53c8ac10636c20c6b8164fb54a310b7c350d0081	BNB	$673.50	USDt	$1.00	1.7056	$1148.72	1125.0911	1132.56	109.7538	$110.34	10.78%	218.63%
2025-10-19	11,14,15	7	https://bscscan.com/tx/0xfb6291f6b764793ca5b04c3908f2700ee4b9079ec0c58515fdc1bd188ea2a086	BNB	$1119.11	USDt	$1.00	2.3050	$2579.55	1650.0	2576.74	1076.7392	$1076.771.78%	168.31%
2025-12-11	16	8	https://bscscan.com/tx/0x4dc560af83e24c616b3065f83a7d8487b45afaee2ebb93b1a949060fb2e1ac34	USDt	$1.00	BNB	$866.47501.463	$501.46	0.4884	0.5674	0.1234	$106.91	27.79%	191.40%
2026-06-25	10;12;13	9	https://bscscan.com/tx/0x104dc2f4a8d44bfa30d41ced777e3fd6bca13ec0aa1622ecd2d88826a213ed29	USDt	$1.00	BNB	$570.41	2838.232	$2,838.23	4.7904	4.9883156	0.6334	$361.31	14.54%	12.95%
