opened	open	close	tx_id	updated	from	from_blockchain	amount1	virtual	quote1	val1	gain_10_percent	to	to_blockchain	net	ersatz	quote2	val2
2025-06-07	1	0	https://explorer.aurora.dev/tx/0xb4e9cb78be9b39f6c787f2f2cfa6d5657d2aac54c1fb3478f20987cde784d6b3	n/a	AURORA	Aurora	1500	0	$0.0783	$117.45	1650	USDC	Aurora	117.15	0	$1.00	$117.15
2025-06-07	2	0	https://explorer.aurora.dev/tx/0x41f79d04432a93de26f92c131f8c9822316ee057b5f1f88b321c0888c489d75e	n/a	USDC	Aurora	200	0	$1.00	$200.00	220	AURORA	Aurora	2527	0	$0.0783	$197.86
