date	pool	token	quote	amount	amount $	paydown	paydown $	sum	asUSD	total
2025-03-17	BTC+BNB	BTC	$83,513.00	0.001167	$97.48	0	$0.00	0.001167	$97.48	$97.48
2025-03-18	BTC+BNB	BTC	$82,576.00	0.000819	$67.62	0	$0.00	0.000819	$67.62	$165.10
2025-03-22	BTC+BNB	BTC	$84,126.00	0.000846	$71.21	0	$0.00	0.000846	$71.21	$236.31
2025-04-21	BTC+BNB	BNB	$602.06	0.140268	$84.45	0	$0.00	0.140268	$84.45	$320.76
2025-05-05	BTC+BNB	BNB	$596.04	1.654666	$986.25	0	$0.00	1.654666	$986.25	$1,307.01
2025-05-08	BTC+BNB	BNB	$615.83	0.342883	$211.16	0	$0.00	0.342883	$211.16	$1,518.16
2025-10-02	BTC+BNB	BTC	$119,321.00	0.018410	$2,196.66	0.002301	$274.58	0.020711	$2,471.24	$3,989.40
2025-10-07	BTC+BNB	BTC	$124,544.00	0.000634	$78.99	0.000079	$9.87	0.000714	$88.86	$4,078.27
2025-12-11	BTC+BNB	BNB	$866.47	0.074827	$64.84	0.009353	$8.10	0.084181	$72.94	$4,151.21
